,_id,name,warband,subfaction,grand_alliance,movement,toughness,wounds,runemarks,points,weapon_1_attacks,weapon_1_dmg_crit,weapon_1_dmg_hit,weapon_1_max_range,weapon_1_min_range,weapon_1_runemark,weapon_1_strength,weapon_2_attacks,weapon_2_dmg_crit,weapon_2_dmg_hit,weapon_2_max_range,weapon_2_min_range,weapon_2_runemark,weapon_2_strength
668,0253436b,Knight-Vexillor,Stormcast Eternals Warrior Chamber,,order,4,5,28,"['hero', 'icon-bearer']",175,3,4,2,1,0,hammer,4,,,,,,,
669,5eef577d,Liberator-Prime with Warblade and Sigmarite Shield,Stormcast Eternals Warrior Chamber,,order,4,6,25,"['hero', 'warrior', 'bulwark']",180,4,4,2,1,0,sword,4,,,,,,,
670,9331bd6b,Lord-Relictor,Stormcast Eternals Warrior Chamber,,order,4,5,30,"['hero', 'priest']",180,3,4,2,1,0,hammer,4,,,,,,,
671,a1cff21c,Lord-Veritant,Stormcast Eternals Warrior Chamber,,order,4,5,30,"['hero', 'berserker']",180,3,5,2,1,0,sword,4,,,,,,,
672,c8f8790a,Retributor-Prime,Stormcast Eternals Warrior Chamber,,order,3,6,25,"['hero', 'brute']",190,4,5,3,1,0,hammer,5,,,,,,,
673,c860a56e,Knight-Heraldor,Stormcast Eternals Warrior Chamber,,order,4,5,28,"['hero', 'destroyer']",185,4,4,2,1,0,hammer,4,,,,,,,
674,b588a277,Decimator-Prime,Stormcast Eternals Warrior Chamber,,order,3,6,25,"['hero', 'brute']",190,4,6,3,2,0,axe,4,,,,,,,
675,a9f1ae21,Knight-Questor,Stormcast Eternals Warrior Chamber,,order,4,6,28,"['hero', 'bulwark']",190,4,5,2,1,0,sword,4,,,,,,,
676,300f4a8f,Liberator-Prime with Paired Warblades,Stormcast Eternals Warrior Chamber,,order,4,5,25,"['hero', 'warrior']",190,5,4,2,1,0,sword,4,,,,,,,
677,208340b5,Liberator-Prime with Paired Warhammers,Stormcast Eternals Warrior Chamber,,order,4,5,25,"['hero', 'warrior']",190,4,4,2,1,0,hammer,5,,,,,,,
678,bd9b1a18,Judicator with Boltstorm Crossbow,Stormcast Eternals Warrior Chamber,,order,4,5,20,[],195,3,4,1,1,0,dagger,4,4.0,4.0,2.0,12.0,3.0,ranged,4.0
679,5a7a0b1a,Lord-Castellant,Stormcast Eternals Warrior Chamber,,order,4,5,30,"['hero', 'mystic']",195,2,6,3,2,0,axe,5,,,,,,,
680,b221104c,Protector-Prime,Stormcast Eternals Warrior Chamber,,order,3,6,25,"['hero', 'brute']",195,4,5,3,3,0,spear,4,,,,,,,
681,2f1ad6a8,Judicator with Skybolt Bow,Stormcast Eternals Warrior Chamber,,order,4,5,20,[],200,3,4,1,1,0,dagger,4,3.0,4.0,2.0,20.0,3.0,ranged,4.0
682,14d68eb5,Prosecutor with Celestial Hammer and Sigmarite Shield,Stormcast Eternals Warrior Chamber,,order,10,6,20,"['fly', 'bulwark']",200,3,4,2,1,0,hammer,4,2.0,4.0,2.0,8.0,3.0,hammer,4.0
683,742aaae5,Lord- Celestant,Stormcast Eternals Warrior Chamber,,order,4,5,30,"['hero', 'champion']",215,5,5,2,1,0,sword,4,,,,,,,
684,f4c9c4de,Prosecutor with Stormcall Javelin and Sigmarite Shield,Stormcast Eternals Warrior Chamber,,order,10,6,20,"['fly', 'bulwark']",215,3,5,2,2,0,spear,4,2.0,5.0,2.0,8.0,3.0,spear,4.0
685,7a6c8efd,Prosecutor with Paired Celestial Hammers,Stormcast Eternals Warrior Chamber,,order,10,5,20,['fly'],220,4,4,2,1,0,hammer,4,3.0,4.0,2.0,8.0,3.0,hammer,4.0
686,17f150c2,Judicator-Prime with Boltstorm Crossbow,Stormcast Eternals Warrior Chamber,,order,4,5,25,['hero'],230,4,4,1,1,0,dagger,4,4.0,4.0,2.0,12.0,3.0,ranged,4.0
687,c293a2c7,Prosecutor with Grandaxe,Stormcast Eternals Warrior Chamber,,order,10,5,20,['fly'],230,3,6,3,1,0,axe,4,,,,,,,
688,0dc2ea8f,Judicator with Shockbolt Bow,Stormcast Eternals Warrior Chamber,,order,4,5,20,[],235,3,4,1,1,0,dagger,4,3.0,6.0,2.0,20.0,3.0,ranged,5.0
689,fddc3405,Judicator-Prime with Skybolt Bow,Stormcast Eternals Warrior Chamber,,order,4,5,25,['hero'],235,4,4,1,1,0,dagger,4,3.0,4.0,2.0,20.0,3.0,ranged,4.0
690,28209a80,Prosecutor with Stormsurge Trident and Sigmarite Shield,Stormcast Eternals Warrior Chamber,,order,10,6,20,"['fly', 'bulwark']",235,3,5,3,2,0,spear,4,2.0,5.0,3.0,8.0,3.0,spear,4.0
691,c2871fd4,Judicator with Thunderbolt Crossbow,Stormcast Eternals Warrior Chamber,,order,4,5,20,[],240,3,4,1,1,0,dagger,4,5.0,4.0,2.0,15.0,6.0,ranged,4.0
692,4ad46e0d,Prosecutor with Grandhammer,Stormcast Eternals Warrior Chamber,,order,10,5,20,['fly'],240,3,5,3,1,0,hammer,5,,,,,,,
693,95209c99,Prosecutor with Grandblade,Stormcast Eternals Warrior Chamber,,order,10,5,20,['fly'],250,4,5,3,1,0,sword,4,,,,,,,
694,0e3650c5,Prosecutor-Prime with Celestial Hammer and Sigmarite Shield,Stormcast Eternals Warrior Chamber,,order,10,6,25,"['fly', 'hero']",255,4,4,2,1,0,hammer,4,2.0,4.0,2.0,8.0,3.0,hammer,4.0
695,e47ab190,Prosecutor-Prime with Stormcall Javelin and Sigmarite Shield,Stormcast Eternals Warrior Chamber,,order,10,6,25,"['fly', 'hero', 'bulwark']",275,4,5,2,2,0,spear,4,2.0,5.0,2.0,8.0,3.0,spear,4.0
696,d5b4aea8,Prosecutor-Prime with Paired Celestial Hammers,Stormcast Eternals Warrior Chamber,,order,10,5,25,"['fly', 'hero']",280,5,4,2,1,0,hammer,4,3.0,4.0,2.0,8.0,3.0,hammer,4.0
697,b3afdf8e,Angharad Brightshield,Stormcast Eternals Warrior Chamber,Steelheart's Champions,order,4,6,22,"['bulwark', 'warrior']",125,2,4,2,1,0,hammer,5,,,,,,,
698,d2e6ba6a,Obryn the Bold,Stormcast Eternals Warrior Chamber,Steelheart's Champions,order,4,5,22,['warrior'],155,3,5,3,1,0,hammer,5,,,,,,,
699,86875a8a,Severin Steelheart,Stormcast Eternals Warrior Chamber,Steelheart's Champions,order,4,5,30,"['hero', 'warrior']",190,4,5,2,1,0,sword,4,,,,,,,
700,d93fb6db,Vulkite Berzerker with Fyresteel Weapon and Bladed Slingshield,Fyreslayers,,order,3,5,12,['bulwark'],65,2,4,1,1,0,axe,4,,,,,,,
701,966eced5,Vulkite Berzerker with Pair of Fyresteel Handaxes,Fyreslayers,,order,3,4,12,[],70,4,3,1,1,0,axe,4,,,,,,,
702,fb2ba54f,Hearthguard Berzerker with Flamestrike Poleaxe,Fyreslayers,,order,3,4,12,['warrior'],95,3,5,2,2,0,axe,4,,,,,,,
703,aa9b9ddb,Hearthguard Berzerker with Berzerker Broadaxe,Fyreslayers,,order,3,4,12,['warrior'],100,3,4,2,2,0,axe,5,,,,,,,
704,d56f9da0,Auric Flamekeeper,Fyreslayers,,order,3,4,20,"['hero', 'terrifying']",105,3,4,1,1,0,axe,4,,,,,,,
705,bff8e66d,Auric Runesmiter,Fyreslayers,,order,3,4,20,"['hero', 'mystic']",110,3,4,1,1,0,axe,4,,,,,,,
706,7237f2f1,Vulkite Berzerker Karl,Fyreslayers,,order,3,4,16,['hero'],110,4,4,2,1,0,axe,4,,,,,,,
707,a599a3f6,Auric Hearthguard,Fyreslayers,,order,3,4,12,['frenzied'],115,3,2,1,1,0,axe,3,2.0,4.0,2.0,15.0,3.0,blast,4.0
708,2bf4bd02,Auric Runemaster,Fyreslayers,,order,3,4,22,"['hero', 'priest']",120,3,4,1,2,0,club,4,,,,,,,
709,6ad97821,Battlesmith,Fyreslayers,,order,3,4,20,"['hero', 'icon-bearer']",120,3,4,2,1,0,axe,4,,,,,,,
710,556ec979,Auric Runeson with Wyrmslayer Javelin,Fyreslayers,,order,3,4,20,"['hero', 'brute']",130,2,4,2,8,0,spear,4,,,,,,,
711,18cf031a,Auric Runeson with Ancestral War-Axe,Fyreslayers,,order,3,4,20,"['hero', 'brute']",130,4,4,2,1,0,axe,4,,,,,,,
712,cd1ea539,Doomseeker,Fyreslayers,,order,3,4,20,['hero'],135,5,4,2,1,0,axe,4,,,,,,,
713,8b2cb606,Grimwrath Berzerker,Fyreslayers,,order,3,4,22,"['hero', 'berserker']",135,3,5,2,1,0,axe,5,,,,,,,
714,2fd7648b,Auric Hearthguard Karl,Fyreslayers,,order,3,4,16,"['hero', 'frenzied']",140,3,2,1,1,0,axe,4,2.0,4.0,2.0,15.0,3.0,blast,4.0
715,d0edb920,Hearthguard Berzerker Karl with Berzerker Broadaxe,Fyreslayers,,order,3,4,16,"['hero', 'warrior']",140,4,4,2,2,0,axe,5,,,,,,,
716,7e554b40,Hearthguard Berzerker Karl with Flamestrike Poleaxe,Fyreslayers,,order,3,4,16,"['hero', 'warrior']",140,4,5,2,2,0,axe,4,,,,,,,
717,0c480fe0,Auric Runefather,Fyreslayers,,order,3,4,22,"['hero', 'brute']",145,3,5,2,2,0,axe,5,,,,,,,
718,ede35d2e,Mad Maegrim,Fyreslayers,The Chosen Axes,order,3,4,14,[],80,4,3,1,1,0,axe,3,,,,,,,
719,e6bf44e3,Tefk Flamebearer,Fyreslayers,The Chosen Axes,order,3,4,14,[],80,4,3,1,1,0,axe,3,,,,,,,
720,ebfa6092,Vol Orrukbane,Fyreslayers,The Chosen Axes,order,3,4,14,[],95,3,4,2,1,0,axe,4,,,,,,,
721,705d40ef,Fjul-Grimnir,Fyreslayers,The Chosen Axes,order,3,4,26,"['hero', 'brute']",195,3,6,3,2,0,axe,5,,,,,,,
722,4e68aa26,Grimhold Exile,Fyreslayers,,order,3,5,20,"['hero', 'destroyer']",165,5,4,2,1,0,hammer,4,,,,,,,
723,40d5e9b6,Shroudblade with Cursed Swords,Khainite Shadowstalkers,,order,6,3,8,['warrior'],85,4,4,1,1,0,dagger,3,,,,,,,
724,94e09fa1,Shroudblade with Umbral Spear,Khainite Shadowstalkers,,order,6,3,8,['warrior'],85,3,4,1,2,0,spear,4,,,,,,,
725,101719f9,Darkflame Warlock with Repeater Crossbows,Khainite Shadowstalkers,,order,6,3,12,['mystic'],100,4,3,1,8,0,ranged,3,,,,,,,
726,13ce2d04,Darkflame Warlock with Doomfire Ring,Khainite Shadowstalkers,,order,6,3,12,['mystic'],105,3,3,1,1,0,blast,3,2.0,4.0,2.0,7.0,3.0,ranged,4.0
727,42aa3227,Slaughtershade with Umbral Spears,Khainite Shadowstalkers,,order,6,3,12,"['warrior', 'berserker']",115,4,4,1,2,0,spear,4,,,,,,,
728,f9a82bda,Slaughtershade with Shadow Whip,Khainite Shadowstalkers,,order,6,3,12,"['warrior', 'berserker']",115,3,4,2,3,0,reach,4,,,,,,,
729,b8c2ba31,Shroud Queen,Khainite Shadowstalkers,,order,6,4,20,['hero'],210,5,5,2,1,0,sword,4,4.0,4.0,2.0,3.0,0.0,reach,4.0
730,1921c507,Dreadspear,Cities of Sigmar: Darkling Covens,,order,5,4,8,['bulwark'],55,2,4,1,2,0,spear,3,,,,,,,
731,820f3f99,Bleaksword,Cities of Sigmar: Darkling Covens,,order,5,4,8,['bulwark'],55,3,3,1,1,0,sword,3,,,,,,,
732,dd601a1f,Black Ark Corsair with Vicious Blade and Wicked Cutlass,Cities of Sigmar: Darkling Covens,,order,5,3,8,['elite'],60,4,3,1,1,0,sword,3,,,,,,,
733,86380319,Black Ark Corsair with Vicious Blade and Repeater Crossbow,Cities of Sigmar: Darkling Covens,,order,5,3,8,['elite'],65,3,3,1,1,0,sword,3,2.0,2.0,1.0,8.0,0.0,ranged,3.0
734,986b8f6e,Darkshard,Cities of Sigmar: Darkling Covens,,order,5,3,8,['scout'],80,2,2,1,1,0,dagger,3,2.0,3.0,1.0,12.0,3.0,ranged,3.0
735,4be81271,Black Guard,Cities of Sigmar: Darkling Covens,,order,5,4,10,['berserker'],85,3,4,2,2,0,axe,3,,,,,,,
736,45ab5bd5,Executioner,Cities of Sigmar: Darkling Covens,,order,5,4,10,['destroyer'],90,4,4,2,1,0,sword,3,,,,,,,
737,cef76417,Lordling,Cities of Sigmar: Darkling Covens,,order,5,4,12,"['hero', 'bulwark']",95,3,4,2,1,0,sword,3,,,,,,,
738,c1616ad6,Guardmaster,Cities of Sigmar: Darkling Covens,,order,5,3,12,"['hero', 'scout']",100,3,3,1,1,0,dagger,3,3.0,3.0,1.0,12.0,3.0,ranged,3.0
739,45b85990,Black Ark Reaver,Cities of Sigmar: Darkling Covens,,order,5,3,12,"['hero', 'elite']",100,4,4,2,1,0,sword,3,,,,,,,
740,c32ee9c8,Captain of the Black Guard,Cities of Sigmar: Darkling Covens,,order,5,4,15,"['hero', 'berserker']",120,4,4,2,2,0,axe,3,,,,,,,
741,e1ff4687,Sorceress,Cities of Sigmar: Darkling Covens,,order,5,3,18,"['hero', 'mystic']",125,3,4,1,1,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
742,6b25e07f,Draich Master,Cities of Sigmar: Darkling Covens,,order,5,4,15,"['hero', 'destroyer']",135,4,4,2,1,0,sword,4,,,,,,,
743,f25d7854,Black Ark Fleetmaster,Cities of Sigmar: Darkling Covens,,order,5,3,18,"['hero', 'elite']",135,4,4,2,1,0,sword,4,,,,,,,
744,40d6d734,Dark Rider,Cities of Sigmar: Darkling Covens,,order,10,4,18,"['agile', 'mount']",150,4,4,1,2,0,spear,3,2.0,3.0,1.0,12.0,3.0,ranged,3.0
745,0575da5a,Drakespawn Knight,Cities of Sigmar: Darkling Covens,,order,8,5,20,"['frenzied', 'mount']",165,4,4,2,2,0,spear,3,,,,,,,
746,db14c72d,Assassin,Cities of Sigmar: Darkling Covens,,order,6,3,18,['hero'],165,5,4,2,1,0,dagger,4,,,,,,,
747,72d65c5c,Dark Rider Herald,Cities of Sigmar: Darkling Covens,,order,10,4,22,"['hero', 'scout', 'mount']",180,4,4,2,1,0,axe,3,3.0,3.0,1.0,12.0,3.0,ranged,3.0
748,a194a160,Dread Knight,Cities of Sigmar: Darkling Covens,,order,8,5,25,"['hero', 'frenzied', 'mount']",200,5,4,2,1,0,sword,3,,,,,,,
749,a9714107,Skink with Moonstone Club and Star-buckler,Seraphon,,order,6,3,8,['minion'],65,3,3,1,1,0,club,2,,,,,,,
750,36d26aad,Skink Handler,Seraphon,,order,6,2,8,"['minion', 'trapper']",65,2,4,1,2,0,club,2,,,,,,,
751,92d950bd,Skink with Boltspitter and Moonstone Club,Seraphon,,order,6,2,8,['minion'],75,3,3,1,1,0,club,2,2.0,2.0,1.0,8.0,0.0,ranged,1.0
752,1e674f31,Skink with Meteoric Javelin and Star-buckler,Seraphon,,order,6,3,8,['minion'],80,3,3,1,1,0,spear,2,1.0,4.0,1.0,8.0,0.0,ranged,3.0
753,f240ce35,Saurus Warrior with Celestite Club,Seraphon,,order,4,4,12,['warrior'],85,4,3,1,1,0,club,4,,,,,,,
754,c7032f04,Saurus Warrior with Celestite Spear,Seraphon,,order,4,4,12,['warrior'],90,3,4,1,2,0,spear,4,,,,,,,
755,fe03cd8f,Skink Alpha with Moonstone Club and Star-buckler,Seraphon,,order,6,3,12,"['hero', 'minion']",100,4,3,1,1,0,club,3,,,,,,,
756,a08a58ef,Skink Alpha with Boltspitter and Moonstone Club,Seraphon,,order,6,2,12,"['hero', 'minion']",105,4,3,1,1,0,club,3,2.0,2.0,1.0,8.0,0.0,ranged,1.0
757,fde45ce6,Saurus Guard,Seraphon,,order,4,5,15,['warrior'],120,3,4,2,2,0,club,4,,,,,,,
758,27112a0a,Skink Priest,Seraphon,,order,6,3,18,"['hero', 'minion', 'priest']",130,3,3,1,2,0,club,3,2.0,5.0,2.0,7.0,3.0,blast,3.0
759,f147c1ba,Salamander,Seraphon,,order,6,3,16,['beast'],135,2,6,3,7,0,blast,4,,,,,,,
760,eeab8259,Saurus Warrior Alpha,Seraphon,,order,4,4,16,"['hero', 'warrior']",135,4,4,2,1,0,club,4,,,,,,,
761,63234b3a,Razordon,Seraphon,,order,6,4,16,['beast'],145,5,3,1,12,0,blast,3,,,,,,,
762,a4d524f1,Aggradon Lancer Alpha with Celestite Club,Seraphon,,order,8,4,25,"['hero', 'warrior', 'mount']",245,4,4,3,1,0,club,4,,,,,,,
763,85f572ca,Aggradon Lancer Alpha with Celestite Spear,Seraphon,,order,8,4,25,"['hero', 'warrior', 'mount']",235,4,5,2,2,0,spear,4,,,,,,,
764,eb7ea713,Raptadon Hunter Alpha,Seraphon,,order,10,2,14,"['hero', 'minion', 'mount']",140,3,3,1,2,0,spear,2,2.0,3.0,1.0,8.0,3.0,ranged,3.0
765,d52aba81,Raptadon Charger Alpha,Seraphon,,order,10,2,14,"['hero', 'minion', 'mount']",135,4,3,1,1,0,mace,3,,,,,,,
766,ebfc0cf2,Saurus Scar-Veteran on Aggradon,Seraphon,,order,8,4,30,"['hero', 'warrior', 'mount']",295,4,5,3,1,0,spear,5,,,,,,,
767,26043eca,Aggradon Lancer with Celestite Club,Seraphon,,order,8,4,20,"['warrior', 'mount']",185,3,4,3,1,0,club,4,,,,,,,
768,9f1e68b5,Aggradon Lancer with Celestite Spear,Seraphon,,order,8,4,20,"['warrior', 'mount']",180,3,5,2,2,0,spear,4,,,,,,,
769,1545eb4d,Raptadon Charger,Seraphon,,order,10,2,12,"['minion', 'mount']",110,3,3,1,1,0,mace,3,,,,,,,
770,5b66f32a,Raptadon Hunter,Seraphon,,order,10,2,12,"['minion', 'mount']",120,3,3,1,2,0,spear,2,2.0,3.0,1.0,8.0,3.0,ranged,3.0
771,ddbd41e4,Spawn of Chotec,Seraphon,,order,6,4,18,['beast'],130,2,4,2,1,0,fangs,4,2.0,3.0,2.0,7.0,3.0,blast,5.0
772,9bc16a41,Kroxigor,Seraphon,,order,4,5,28,"['warrior', 'brute']",200,2,8,4,2,0,mace,6,,,,,,,
773,c95ad268,Kroxigor Warspawned,Seraphon,,order,4,5,28,"['warrior', 'sentience']",205,3,6,3,2,0,mace,5,,,,,,,
774,97071a01,Skink Starpriest,Seraphon,,order,6,3,18,"['hero', 'minion', 'priest']",145,3,4,1,2,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
775,6c790e4b,Saurus Astrolith Bearer,Seraphon,,order,4,4,25,"['hero', 'warrior', 'icon-bearer']",155,3,4,2,1,0,axe,4,,,,,,,
776,63066e2a,Saurus Knight with Celestite Blade,Seraphon,,order,6,4,20,"['warrior', 'mount']",160,4,3,2,1,0,club,4,,,,,,,
777,6da35a11,Saurus Knight with Celestite Warspear,Seraphon,,order,6,4,20,"['warrior', 'mount']",165,4,4,2,2,0,spear,4,,,,,,,
778,a17f32e9,Ripperdactyl Rider,Seraphon,,order,10,4,15,"['fly', 'destroyer']",170,3,4,2,1,0,fangs,4,,,,,,,
779,73828e4c,Terradon Rider with Sunleech Bolas,Seraphon,,order,12,3,15,"['fly', 'frenzied']",170,3,4,2,1,0,fangs,4,3.0,4.0,1.0,3.0,0.0,reach,2.0
780,ad0c18b7,Terradon Rider with Starstrike Javelin,Seraphon,,order,12,3,15,"['fly', 'frenzied']",170,3,4,2,1,0,fangs,4,1.0,4.0,1.0,8.0,0.0,spear,3.0
781,0786e4e6,Saurus Guard Alpha,Seraphon,,order,4,5,20,"['hero', 'warrior']",175,4,5,2,2,0,club,4,,,,,,,
782,cfdb15bd,Saurus Oldblood,Seraphon,,order,4,5,25,"['hero', 'warrior']",175,4,4,2,1,0,club,4,,,,,,,
783,60ee60c9,Saurus Sunblood,Seraphon,,order,4,5,25,"['hero', 'warrior']",180,4,5,2,1,0,club,4,,,,,,,
784,d25dc24f,Skink Starseer,Seraphon,,order,4,3,20,"['fly', 'hero', 'priest']",180,2,6,3,12,0,blast,4,,,,,,,
785,ba3c9ea2,Saurus Eternity Warden,Seraphon,,order,4,4,28,"['hero', 'warrior']",190,3,6,3,1,0,mace,5,,,,,,,
786,32683094,Saurus Knight Alpha,Seraphon,,order,6,4,25,"['hero', 'warrior', 'mount']",195,4,5,2,1,0,club,4,,,,,,,
787,eacd821f,Terradon Rider Alpha with Starstrike Javelin,Seraphon,,order,12,3,20,"['fly', 'hero', 'frenzied']",195,3,4,2,1,0,spear,4,2.0,4.0,1.0,8.0,0.0,ranged,3.0
788,ab0f3a47,Terradon Rider Alpha with Sunleech Bolas,Seraphon,,order,12,3,20,"['fly', 'hero', 'frenzied']",200,3,4,2,1,0,reach,4,4.0,4.0,1.0,3.0,0.0,ranged,3.0
789,8c2e4bbc,Saurus Scar-Veteran on Cold One,Seraphon,,order,7,5,28,"['hero', 'warrior', 'mount']",215,4,4,2,1,0,axe,4,,,,,,,
790,bc5abb52,Ripperdactyl Rider Alpha,Seraphon,,order,10,4,20,"['hero', 'fly', 'destroyer']",220,4,4,2,1,0,fangs,4,,,,,,,
791,e86b81b0,Terradon Chief,Seraphon,,order,12,3,25,"['fly', 'hero', 'agile']",230,4,4,2,1,0,sword,4,,,,,,,
792,6bd9512b,Ripperdactyl Chief,Seraphon,,order,10,4,25,"['fly', 'hero', 'destroyer']",235,4,4,2,1,0,axe,4,,,,,,,
793,74f71987,Slann Starmaster,Seraphon,,order,4,4,32,"['fly', 'hero', 'mystic']",265,3,6,3,12,0,blast,4,,,,,,,
794,add3b00a,Xepic,Seraphon,The Starblood Stalkers,order,6,3,10,['minion'],75,3,3,1,1,0,club,3,,,,,,,
795,b8021dae,Otapatl,Seraphon,The Starblood Stalkers,order,6,2,10,"['minion', 'scout']",80,2,2,1,1,0,unarmed,3,2.0,5.0,1.0,12.0,0.0,ranged,3.0
796,a0be7ffd,Tok,Seraphon,The Starblood Stalkers,order,6,2,10,['minion'],80,3,3,1,1,0,club,3,2.0,4.0,1.0,12.0,0.0,ranged,3.0
797,d7ee917f,Huachi,Seraphon,The Starblood Stalkers,order,6,3,10,['minion'],95,3,3,1,1,0,dagger,3,1.0,4.0,1.0,8.0,0.0,spear,3.0
798,76ecea40,"Kixi-Taka, The Diviner",Seraphon,The Starblood Stalkers,order,6,3,18,"['hero', 'minion']",130,3,4,1,2,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
799,1e35ab7c,Klaq-Trok,Seraphon,The Starblood Stalkers,order,4,5,28,['warrior'],175,4,4,2,1,0,club,4,,,,,,,
800,ffguvt5r,"Kro-Jax, the Aegis",Seraphon,Jaws of Itzl,order,4,5,30,"['hero', 'warrior']",240,4,5,3,1,0,club,5,,,,,,,
801,bolny32m,So-Kar,Seraphon,Jaws of Itzl,order,4,4,16,"['bulwark', 'warrior']",140,4,4,2,1,0,sword,4,,,,,,,
802,f72cfa5c,"Ro-Tak, the Guardian",Seraphon,Jaws of Itzl,order,4,4,16,"['bulwark', 'warrior']",150,4,4,2,2,0,spear,4,,,,,,,
803,5771e4f5,Prosecutor-Prime,Stormcast Eternals Ruination Chamber,,order,10,4,20,"['hero', 'champion', 'fly']",205,4,4,2,1,0,spear,4,2.0,4.0,2.0,12.0,3.0,ranged,4.0
804,dc3af7bb,Prosecutor,Stormcast Eternals Ruination Chamber,,order,10,4,15,"['fly', 'champion']",180,3,4,2,1,0,axe,4,2.0,4.0,2.0,12.0,3.0,spear,4.0
805,149e002e,Reclusian-Prime,Stormcast Eternals Ruination Chamber,,order,4,6,25,"['hero', 'terrifying']",195,4,5,3,1,0,axe,5,,,,,,,
806,614719d2,Reclusian,Stormcast Eternals Ruination Chamber,,order,4,6,20,['terrifying'],160,4,5,3,1,0,axe,4,,,,,,,
807,09eadea6,Lord-Veritant,Stormcast Eternals Ruination Chamber,,order,4,5,20,"['hero', 'mystic']",190,3,4,2,1,0,sword,4,2.0,7.0,3.0,7.0,3.0,blast,4.0
808,7ace3e66,Gryph-Crow,Stormcast Eternals Ruination Chamber,,order,6,3,6,['beast'],60,3,3,1,1,0,claws,3,,,,,,,
809,557afa14,Knight-Azyros,Stormcast Eternals Ruination Chamber,,order,10,5,28,"['hero', 'icon-bearer', 'fly']",255,4,4,2,1,0,sword,4,,,,,,,
810,2dfe9f6e,Lord-Vigilant on Gryph-Stalker,Stormcast Eternals Ruination Chamber,,order,10,5,38,"['hero', 'mount']",280,3,6,3,1,0,axe,4,,,,,,,
811,9683def2,Lord-Terminos,Stormcast Eternals Ruination Chamber,,order,4,5,28,"['hero', 'destroyer']",225,4,6,3,1,0,axe,5,,,,,,,
812,f25b52f4,Freeguild Command Corps Mascot Gargoylian,Cities of Sigmar: Castelite Hosts,,order,4,3,10,['beast'],50,3,3,1,1,0,claws,3,,,,,,,
813,7a86de3c,Freeguild Command Corps War Surgeon,Cities of Sigmar: Castelite Hosts,,order,4,3,12,['sentience'],60,3,3,1,1,0,dagger,3,,,,,,,
814,e1b3c0d5,Flagellant,Cities of Sigmar: Castelite Hosts,,order,4,3,10,[],60,4,3,1,1,0,club,3,,,,,,,
815,8c569252,Freeguild Steelhelm,Cities of Sigmar: Castelite Hosts,,order,4,4,10,['bulwark'],60,3,3,1,1,0,sword,3,,,,,,,
816,fb5f13f5,Battle Priest,Cities of Sigmar: Castelite Hosts,,order,4,4,12,['hero'],65,3,3,1,1,0,club,4,,,,,,,
817,a5ec546b,Freeguild Command Corps Soul Shepherd,Cities of Sigmar: Castelite Hosts,,order,4,3,14,['priest'],70,2,3,1,1,0,unarmed,3,5.0,1.0,1.0,7.0,3.0,blast,1.0
818,20090195,Freeguild Command Corps Whisperblade,Cities of Sigmar: Castelite Hosts,,order,4,3,15,['agile'],80,4,5,1,1,0,sword,3,,,,,,,
819,65ff23d0,Prophet,Cities of Sigmar: Castelite Hosts,,order,4,3,15,['hero'],95,4,4,2,1,0,club,3,,,,,,,
820,adad5f32,Sergeant at Arms,Cities of Sigmar: Castelite Hosts,,order,4,4,12,"['hero', 'bulwark']",100,4,3,2,1,0,sword,3,,,,,,,
821,d904eb38,Freeguild Command Corps Great Herald,Cities of Sigmar: Castelite Hosts,,order,4,4,15,['icon-bearer'],105,3,4,2,1,0,axe,4,,,,,,,
822,e2b99289,Battlemage,Cities of Sigmar: Castelite Hosts,,order,4,3,18,"['hero', 'mystic']",120,3,4,1,2,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
823,89ff4d46,Freeguild Command Corps Arch-Knight,Cities of Sigmar: Castelite Hosts,,order,4,4,15,"['hero', 'destroyer']",120,3,4,2,1,0,sword,5,,,,,,,
824,d8bd3ecb,Freeguild Fusilier,Cities of Sigmar: Castelite Hosts,,order,4,5,10,['elite'],120,2,2,1,1,0,dagger,3,2.0,4.0,2.0,15.0,6.0,ranged,4.0
825,d565d395,Alchemite Warforger,Cities of Sigmar: Castelite Hosts,,order,4,4,18,"['hero', 'warrior']",125,3,3,2,1,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
826,0712ac67,Fusil-Sergeant,Cities of Sigmar: Castelite Hosts,,order,4,5,12,"['hero', 'elite']",140,3,2,1,1,0,dagger,3,2.0,4.0,2.0,15.0,6.0,ranged,4.0
827,67c20f2c,Freeguild Marshal with Duelling Pistols,Cities of Sigmar: Castelite Hosts,,order,4,4,20,"['hero', 'elite']",150,3,3,1,1,0,unarmed,4,3.0,4.0,2.0,7.0,3.0,ranged,4.0
828,68566e40,Freeguild Marshal with Shield,Cities of Sigmar: Castelite Hosts,,order,4,5,20,"['hero', 'bulwark']",155,4,4,2,1,0,sword,4,,,,,,,
829,22452def,Freeguild Marshal with Heirloom Weapon,Cities of Sigmar: Castelite Hosts,,order,4,4,20,"['hero', 'destroyer']",155,3,5,3,1,0,hammer,5,,,,,,,
